CODE3,EXPL3,STATE,
EZ7,Eye Care Associates,OR,
EZ8,Extended Care Physicians,NC,
EZ9,Eastside Medical,TX,
EZD,Everyday Healthcare,CA,
EZE,Eye Surgical Associates,IL,
EZO,Eye Center Of Saint Augustine,FL,
EZP,Ear Nose & Throat Associates,NY,
EZR,Eyesight Portsmouth,NH,
EZT,Emporia Medical Assocs PC,VA,
EZU,East Valley Family Physicians,AZ,
EZV,Eye Physicians & Surgeons PC,CT,
EZW,Ellis Eye & Laser Medical Cente,CA,
F00,Falls Family Practice Inc,OH,
F01,Foundation Medical Partners,NH,
F12,Family Medicine Associates,NV,
F13,Foot Specialists Of Kansas City,MO,
F14,Family Medicine Of Michigan,MI,
F15,Family Health Group,KS,
F16,Foot & Ankle Institute,MI,
F17,Foot Doctors/Santa Cruz County,CA,
F18,Fugle & Associates,MI,
F1A,Family Living Institute,VA,
F1C,Fava & Maria MDs Eye Assocs,PA,
F1D,Foresight Family Physicians,CO,
F1E,Fedotin & Ginsberg MDs Inc,KS,
F1F,Fox Cities Eye Clinic,WI,
F1G,Family Practice Center,OH,
F1H,Frontier Surgical Associates,NY,
F1I,Foot & Ankle Management Group,FL,
F1J,Fridley Children/Teenagers,MN,
F1L,Finger & Associates Pls Sgy,GA,
F1M,Forum Family Medicine,CO,
F1O,Family Doctors Of Vicksburg,MI,
F1P,Family Surgical PC,MI,
F1R,Fairfied County Pathology,CT,
F1T,Fall Creek Internal Medicine,OR,
F1V,Family First Pediatrics,UT,
F1W,Family Health Specialists,TX,
F1X,Findlay Surgical Associates,OH,
F1Z,Fredericksburg OB/GYN Center,VA,
F22,FootDoctors,NY,
F23,Ferns Matile Perryman Moore Mds,MO,
F25,Family Health Associates,CA,
F26,Foot Center,TX,
F28,First Choice OB/GYN,NJ,
F29,Family Practice Honey Brook,PA,
F2B,Family Practice Physicians,CA,
F2C,Family Medicine,PA,
F2D,Fort Worth Woman's Clinic,TX,
F2G,Family Practice Washington,NJ,
F2I,Four Corner Nephrology Assocs,NM,
F2J,Franklin Medical Consultants,MI,
F2P,Family Physicians Of Columbus,OH,
F2Q,Feinstein & Roe MDs Inc,CA,
F2R,Foot & Ankle Associates,MO,
F2S,Foot & Ankle Center,IN,
F2U,Flagship Cardiac Vascular/Ths,PA,
F2W,Family Foot Care,NY,
F2X,Family Medical Group,OH,
F2Y,Farrell Pediatrics,VA,
F31,Foothill Medical Eye Group,CA,
F32,Family Practice Associates,IL,
F34,Fort Wayne Dermatology Conslts,IN,
F35,Faces First,CO,
F37,Family Tree Medical Assocs,MI,
F38,Five Valley Urology,MT,
F39,Florida Eye Center,FL,
F3B,First Step Pediatrics,NJ,
F3F,Family Medicine Coeur D Alene,ID,
F3I,Family Medicine Associates,MO,
F3J,Foot & Ankle Center DPM,MO,
F3L,Florida Institute Of Health,FL,
F3O,Family Medicine Center,HI,
F3P,Frank J Demento & Associates,NY,
F3Q,Family Practice Associates,OK,
F3S,Four Corners Surgical,CO,
F3T,Focal Point Vision Correction,TX,
F3U,Family Medicine Center,TN,
F3W,Family Medical Care Lawrence,PA,
F3X,Family Medicine Associates,OK,
F3Y,Old Dominion Pathology Assocs,VA,
F44,Family Practice Assocs Wstrn,PA,
F45,Fort Washakie Health Center,WY,
F46,Front Range Emergency Spec,CO,
F47,Family Practice Health Care,IL,
F48,Family Health Services,TN,
F49,Family Practice Associates,TX,
F4A,Foothill Surgical Specialists,CA,
F4B,Flint River Surgical LLC,GA,
F4C,Foot Care Institute/ Michigan,MI,
F4D,Family Health Center Inc,SC,
F4F,Fort Mill OB/GYN,SC,
F4G,Florence Radiology Associates,SC,
F4L,Family Care PC,TN,
F4M,Family Medicine Associates Inc,NY,
F4O,Finger Lakes Gastroenterology,NY,
F4P,Family Medicine Of Albamarle,VA,
F4Q,Family Healthcare Associates,WV,
F4T,Fox Valley Emergency Medcn,WI,
F4U,Florida Pathology Services,FL,
F4W,Fairfax Radiological Cnsltnts,VA,
F4X,Family Health Network,NY,
F4Z,Foot Health Centers,IL,
F51,Family Medical Center,FL,
F52,Family Medical Center,NE,
F54,Family Medical Care,WY,
F59,Family Medicine Of Warren,PA,
F5C,Foothill Behaviorl Hlth Cnslt,CA,
F5E,Fredrick Medical/Pulmonary,MD,
F5G,Family Medicine Of Stark Cty,OH,
F5L,Family Eye & Ear Nose & Throat,MN,
F5N,Family Physicians Of Kansas,KS,
F5O,Fifth Ave Associates,NY,
F5Q,Family Medical Practice,VA,
F5R,Family Medical Services,OK,
F5S,Family Medicine Clinic,CO,
F5T,Family Medicine East,KS,
F5X,Family Medicine Port Angeles,WA,
F5Z,Family Medical Center,WY,
F63,Flaming Medical Center,OR,
F65,Family Health Center Inc,MO,
F66,Flint Childrens Center,MI,
F67,Flemington Medical Group,NJ,
F68,Feinstein Patrick & Shawl Mds,PA,
F69,Florida Arrhytmia Consultants,FL,
F6C,Family Urgent Care,CA,
F6D,Farmington Family Physicians,MI,
F6F,Family Health Specialists,MO,
F6J,Family Prac Assocs Hopewell,VA,
F6K,Family Practice Assocs Taos,NM,
F6L,Family Practice Care,MI,
F6O,Family Practice Ctr Of Salem,OH,
F6S,IKP Family Medicine,TX,
F6T,Family Health Of Georgetown,DE,
F6V,Family Healthcare,MD,
F6X,Faulkner Breast Centre,MA,
F6Y,Faulkner Pathologists PC,MA,
F6Z,Family Health Management,NY,
F71,Family Eye Care,PA,
F72,Foot & Ankle Group,NJ,
F73,Foot & Ankle Of West Georgia,GA,
F74,Foot Above Podiatry,PA,
F75,Family Focus Eye Care,FL,
F77,Family Foot Center,WA,
F78,Fink Family Medical,NY,
F79,Family Footcare,NJ,
F7A,Florida Center For Sgcl Wght,FL,
F7C,FemmeCare Internl Med Assocs,VA,
F7E,Fertility/Women's Health Ctr,LA,
F7F,Field Surgical Associates,IL,
F7I,First Choice Health Care,FL,
F7L,First Coast Cardiovasclr Inst,FL,
F7M,First Med,KS,
F7N,Fogg Maxwell & Lanier Eyecre,CA,
F7S,Fondulac Center Americn Indn,MN,
F7V,Finan/Templeton Dermtpathlgy,GA,
F7W,Findlay Ear Nose & Throat,OH,
F7X,Foot & Ankle Center Wenatchee,WA,
F7Z,Family Eye Care Center,MA,
F81,Freeman Cancer Institute,MO,
F82,Freemont Community Health Servi,MN,
F83,Family Services Shemung Cty,NY,
F89,Frederick Pediatric Assocs,MD,
F8A,Finney Psychotherapy Assocs,VA,
F8D,Foot Care Specialists,FL,
F8E,Family Guidance Ctr Warren Cty,NJ,
F8G,Finney Trimble & Associates,MD,
F8I,Family Diagnostic Medical Ctr,TX,
F8K,First Care Medical Center,TN,
F8L,Foot/Ankle Institute Western,PA,
F8N,Family Clinic,MS,
F8O,Family Clinic,LA,
F8P,Foothill Eye Medical Group,CA,
F8R,Ford-Tel Medical Center,MI,
F8U,Foris Surgical Group LLP,MD,
F8V,Foot & Ankle Center Fort Lee,NJ,
F8W,Foot Clinics Of New York,NY,
F91,Fullin Manda Kreager Abbo MDs,WI,
F92,Fulton County Medical Clinic,IN,
F95,Four Corners Anesthesia,NM,
F96,Florida Heart & Vascular Center,FL,
F98,Forte Schleider & Attass MDs,NJ,
F99,Fortwood Center Inc,TN,
F9A,Fredericksburg Clinic,TX,
F9E,Florida Orthopaedic Specs,FL,
F9F,Florida Joint Rplcmnt Sprts,FL,
F9G,Fayetteville Orthopedic Clin,NC,
F9H,Felici Pediatrics,TX,
F9J,Fried Welch & Hauer MDs Inc,NY,
F9K,Friedman Gross & Associates,NJ,
F9L,Fritch Eye Care Center,CA,
F9M,Frontier Internal Medicine Co,CO,
F9O,Fort Bend Family Health Cntr,TX,
F9P,Frumovitz Matsunaga Daly Ross,CA,
F9R,Fort Collins Youth Clinic,CO,
F9S,Fuller-Roberts Clinic Inc,VA,
F9T,Fullerton Ortho Sgy Med Grp,CA,
F9W,Four Seasons Family Practice,ME,
FA4,Fullerton Cardiovascular,CA,
FA5,Family Foot Care,CT,
FA6,Mt Sinai Family Health Assocs,NY,
FA7,Florida Knee/Orthopedic Centers,FL,
FA8,Florida Heart Associates,FL,
FA9,Health Quest Medical Practice O,NY,
FAA,Foot & Ankle Associates,IL,
FAB,Family Health Center,TX,
FAD,Foot & Ankle Centers Of Ohio,OH,
FAE,Foot & Ankle Associates,FL,
FAH,Womens Health Advantage,IN,
FAI,Family Practice Associates,WI,
FAN,Foot & Ankle Physicians,NJ,
FAP,Fayette Podiatry Associates,PA,
FAQ,Fifth Avenue Otolaryngology,OH,
FAS,Family Care Medical Center,MI,
FAT,Family Practice Associates,VT,
FAW,Flagler Family Medicine,FL,
FAX,Family Medical Associates,TX,
FAY,Fichte Endl & Elmer Eye Care,NY,
FAZ,Family Health Services,NY,
FB2,Florida Heart Group,FL,
FB4,Fromer Eye Centers,NY,
FB5,Family Medicine Associates,NY,
FB6,Foot Clinic,MS,
FB7,Family Medicine Specialists,IL,
FB9,Flat Rock Physicians,MI,
FBA,Family Medicine Associates,TX,
FBB,Family Practice Associates,NY,
FBC,First State Orthopaedics,DE,
FBE,Fishkind Bakewell Maltzman Eye,AZ,
FBF,Friona Rural Health Clinic,TX,
FBG,Fry Eye Associates,KS,
FBK,Foot Specialists,TX,
FBM,Family Health Associates,AL,
FBO,Fort Worth Allergy & Asthma,TX,
FBQ,Front Royal Family Practice,VA,
FBR,Foot Health Centers,NJ,
FBU,Faculty Practice Radiology,NY,
FBY,Fallen Timber Family Phys,OH,
FBZ,Family Services Inc,NY,
FC1,Family Practice Associates,DE,
FC9,Family Care Medical Group,NY,
FCA,Florida Cancer Specialists,FL,
FCC,Family Care Center,CA,
FCG,Florida Cardiology Group PA,FL,
FCH,Family/Community Health Associa,PA,
FCI,Health Care Partners,NV,
FCM,Florida Childrens Medical,FL,
FCN,Fertility Center,MD,
FCO,Franklin Community Health,ME,
FCP,Baton Rouge General Physicians,LA,
FCQ,Full Spectrum Family Medical,MI,
FCR,Fourth Corner Neurosurgical,WA,
FCS,Family Care Specialists,FL,
FCT,Foothill Cardiology/CA Heart,CA,
FCU,Foot Care Center,AZ,
FCW,Far Oaks Orthopedists Inc,OH,
FCY,Facey Medical Group,CA,
FCZ,Fox Valley Medical Associates,IL,
FD1,Franklin County Ped Assocs,PA,
FD4,Fullerton Radiology Medical Gro,CA,
FD5,Fresno Women's Medical Group,CA,
FD6,Family Medical Care,NY,
FD8,Falls Church Foot & Ankle,VA,
FDA,Family Practice Associates,NJ,
FDB,Fayetteville Diagnostic Clin,AR,
FDC,Faith Medical Asssociates,OH,
FDD,Family Allergy Asthma Care,TX,
FDE,Family Doctor,NC,
FDG,Franklin Dermatology Group,TN,
FDJ,Foot & Ankle Specialists,FL,
FDK,Fairview Clinic,AL,
FDL,Fairbanks Cancer Treatmnt Ctr,AK,
FDN,Ferrell Duncan Clinic,MO,
FDO,Florida Perinatal Associates,FL,
FDP,Fertility Physicians Of North C,CA,
FDR,Family Medical Associates,MS,
FDV,Paces Plastic Surgery,GA,
FDW,ENT & Allergy Of Delaware,DE,
FDX,Family Cancer Center,TN,
FDY,Family Practice Center,FL,
FDZ,Florida Orthopaedic Institute,FL,
FE1,Franklin Family Practice,NJ,
FE2,Funcoast Pediatrics,FL,
FE3,Family Medical Group,KS,
FE7,Family Practice Associates Lexi,KY,
FEA,Florida Eye Associates Inc,FL,
FEB,Family Health Riverview Center,MI,
FEC,Florida Eye Clinic PA,FL,
FEE,Family Practice Associates,AL,
FEG,Foundation Medical Group,TN,
FEH,First Settlement Orthopaedics,OH,
FEI,Fertility Centers Of Illinois,IL,
FEJ,Florida Spine Institute,FL,
FEK,Foot & Ankle Clinic,WV,
FEL,Florence OB/GYN Group PC,AL,
FEM,Family Care Estrn Jackson Co,MO,
FEN,Fenton Pediatrics,MO,
FEO,Florence Pathology Services,AL,
FEP,Flagstaff Emergency Phys,AZ,
FER,Female Healthcare Associates,IL,
FET,Fox Valley Ear Nose & Throat,IL,
FEU,Fairview Health Associates,WV,
FEV,Fresno Nephrology Medical Group,CA,
FEW,Florence Ophthalmology PC,AL,
FEX,Family Care Doctors,MI,
FEZ,Family Foot & Ankle Clinic,MN,
FF1,Family Care Specialists,CA,
FF2,Faulkner Radiology Associates,MA,
FF6,Fresno Orthopedic Associates,CA,
FF7,Five Corners Family Practice,NY,
FF9,4M Emergency Systems,OH,
FFA,Florence Medical Center,CO,
FFD,Fairfield Diagnostic Imaging,OH,
FFE,Family Medical Associates,KY,
FFH,Fulton Family Health Assocs,MO,
FFI,Fairfield Internal Medicine,OH,
FFK,Family Medicine Of Huntsville,AL,
FFL,Foot & Ankle Health Center,WI,
FFM,Lake Region Healthcr Clnc Srvcs,MN,
FFN,Foot & Ankle Associates,DE,
FFQ,Foot & Ankle Associates Of NC,NC,
FFR,University Foot & Ankle Institu,CA,
FFT,Family Doctors,LA,
FFW,Foothills Surgical Assocs,CO,
FFX,Family Practice Association,TX,
FFZ,Parkview First Care,IN,
FG1,Family Practice Clinic Ashford,AL,
FG2,Foxhall OB/GYN Associates,DC,
FG3,Foxhall Urology,DC,
FG4,Memorial Hermann UT Cancer Cnt,TX,
FG6,Front Range Ctr Brain/Spine Sgy,CO,
FG9,The Feldman ENT Group PC,DC,
FGB,Fort Morgan Medical Group,CO,
FGC,Foxhall Pediatrics,DC,
FGD,Family Medicine Grays Harbor,WA,
FGF,Family Medical Center,IA,
FGG,First Care North,MT,
FGH,Vital,FL,
FGI,Family Practice Center,GA,
FGK,Forest Country Anesthesia PC,AZ,
FGL,Fidalgo Medical Associates,WA,
FGO,Family Health Center Portland,KY,
FGP,Family Health Care Network,CA,
FGQ,Family Medicine Associates,IN,
FGR,Frizzera Collerius Berlin,MD,
FGS,For Women Inc,OH,
FGT,Ohio Health Marion Area Phys,OH,
FGU,First Valley Medical Group,CA,
FGV,Foot & Ankle Specialists,VA,
FGW,First Medcare,NY,
FGX,Family Doctors/Family Health Cr,IL,
FGZ,Family Healthcare,OH,
FH2,Fort Wayne Neurological Center,IN,
FH3,Family Doctor Clinic,LA,
FH4,Family Physicians Associates,IN,
FH5,Family Medical Group Silverton,OR,
FH6,Family Practice,MI,
FH7,Findlay Family Practice,OH,
FH8,Family Foot Care,MI,
FH9,Family Physicians Johnson Cty,TN,
FHA,Family Healthcare Associates,TX,
FHC,Firestone Health Care Inc,OH,
FHD,Fatima Pediatric Medical Care,NY,
FHE,Family Health Associates,TN,
FHF,Fertility Center San Antonio,TX,
FHG,Family Health Group,TN,
FHH,Family Health Centers,FL,
FHI,Family Health Care Morningside,IA,
FHK,Family Physicians,GA,
FHP,Foothill Pulmonary/Crit Care,CA,
FHQ,Fairfield County Allergy,CT,
FHR,Freehold Radiology Group,NJ,
FHT,Family Health Center,TX,
FHW,Family Medical Center Allnce,OH,
FI1,Memorial Family Practice Associ,FL,
FI5,Family Practice Associates,CO,
FI6,Family Health,OH,
FI7,Franklin Pediatrics,NJ,
FI9,Fairfield Medical Associates,OH,
FIB,Family Physicians Madison Cnty,IL,
FIH,Family Practice Specialists Ltd,AZ,
FIJ,Family Practice Associates,MO,
FIK,Finger Lakes Podiatry,NY,
FIL,Fifth Avenue OB/GYN Assocs,NY,
FIN,Family Medicine Associates,CA,
FIT,FootCare,TX,
FIV,Family Physicians Of Urbana,OH,
FIY,First Choice Community Healthca,NM,
FJ2,Fayetteville Gastroenterology,NC,
FJ3,Family Health Center,ID,
FJ5,Family Practice Associates,KS,
FJ7,Fort Wayne Medical Oncology,IN,
FJ9,Family Medical Group PA,FL,
FJA,Fairfield Medical Associates,SC,
FJC,Fairfield Podiatry Associates,CT,
FJG,Fairmont Clinic,WV,
FJH,Fairmont Physicians Inc,WV,
FJK,Fairview Internal Medicine,MO,
FJM,Fullerton Counseling/Med Grp,CA,
FJO,Family Medical & Dental Center,FL,
FJP,Florida Retina Institute,FL,
FJQ,Fremont Medical Group,CA,
FJT,F Read Hopkins Ped Assocs,VA,
FJU,Fem Care,NJ,
FJV,Framingham Orthopedic Assocs,MA,
FJW,Framingham Pediatrics,MA,
FJZ,Florida Radiology Consultants,FL,
FK2,Fox Valley Hematolgy&Oncolgy,WI,
FK3,Fairless Hills Medical Ctr,PA,
FK5,Faith Pediatrics/Adolescents,NC,
FK8,Family Medical Center,NC,
FKA,Family Medical Group SC,IL,
FKB,Fair Oaks Orthopaedics Assocs,VA,
FKE,Fair Oaks Psychiatric Assocs,CA,
FKH,Family Practice After Hours,MS,
FKJ,Foot Care Associates,NJ,
FKK,Frederick Gastroenterology,MD,
FKL,Family Medical Center,MS,
FKM,First Korean Multispecialty,IL,
FKO,Family Health Associates,WI,
FKP,Family Doctors Green Valley,NV,
FKQ,Five Oaks Medical Group,OK,
FKS,Fremont Orthopaedic Assocs,WY,
FKT,Family Medical Center,LA,
FKZ,Fenton Medical Center,MI,
FL1,Farmington Family Practice,NY,
FL2,Florida Med Center,FL,
FL5,Fayetteville Urology Assocs,NC,
FL6,Farmington Medical Center,MI,
FL8,St John Family Med Ctr South,OK,
FL9,Family Medicine Chillicothe,OH,
FLA,Family Care Center,RI,
FLE,Florida Eye Institute,FL,
FLG,Falmouth Orthopecdic Center,ME,
FLH,Fair Lawn Women's Health Grp,NJ,
FLI,Fairbrook Medical Clinic,NC,
FLM,Family Medicine Specialists,MI,
FLQ,Fanno Creek Clinic,OR,
FLS,Family Care & Urgent Med Clin,WA,
FLU,Four County Primary Care,NC,
FLV,Flathead Valley Orthopedic Ctr,MT,
FLW,Fayetteville Women's Care,NC,
FLY,Fayetteville Surgical Assocs,AR,
FM3,Pomona Valley Family Health Ctr,CA,
FM5,Face Ear Nose & Throat Ctr,FL,
FM7,First & Bristol Medical Grp,CA,
FMD,Family Medical Associates PC,TN,
FME,Florida Medical Clinic,FL,
FMG,Ferguson Medical Group,MO,
FMH,Fairbury Clinic PC,NE,
FMI,Franciscan Medical Group,WA,
FMJ,Lifestages,OH,
FML,Florence Medical Associates,AL,
FMO,Fabric Shafrin & Bloom MDs,WI,
FMP,Family Practice Associates,CA,
FMQ,Fairfield Clinic,IA,
FMR,Family Medicine Partnership,CT,
FMU,First Care Medical Clinic,NC,
FMV,Fort Steuben Ophthalmologists,OH,
FMY,Family Eye Group,PA,
FN1,Family Doctors,TX,
FN2,Fisher-Swale Eye Center,IL,
FN3,Flatirons Internal Medicine,CO,
FN4,Foothill Anesthesia Cnsltnt,SC,
FN5,Florida Healthcare,FL,
FN6,Fifth Avenue OB/GYN,AZ,
FN7,Family Physicians Clinic,TX,
FNB,Family Foot Care & Associates,PA,
FND,Foundry Orthopedics,RI,
FNE,Finger Lakes Otolaryngology,NY,
FNF,Family Physicians Of Carmel,IN,
FNG,Family Medicine Clinic PC,IA,
FNI,Family Medicine Associates,MI,
FNJ,FamilyCare,WV,
FNK,Florida Cardiac Consultants,FL,
FNL,Family Practice Medi Assocs S,PA,
FNM,Family Orthopedic Associates,MI,
FNO,Florida Radiation Onclgy Group,FL,
FNR,Family Medicine Clinic,AR,
FNS,Florence Neurosurgery/Spine,SC,
FNT,Family Practice Associates,AR,
FNV,Family Wellness Medical Grp,CA,
FNY,First Care Medical Group,NJ,
FNZ,Franconia Family Medicine,VA,
FO1,Fercho Cataract & Eye Clinic,ND,
FO3,Tenet Florida Phy Services,FL,
FO6,Foot & Ankle Group,FL,
FO7,Foot & Ankle Institute,UT,
FO9,Fairhaven OB/GYN Inc,IN,
FOB,Fairfax OB/GYN Associates PC,VA,
FOD,First Choice Medical Assocs,CA,
FOG,Fondren Orthopedic Group,TX,
FOI,Family Medicine Clinic,TX,
FOJ,Family Physicians Group,FL,
FOM,Family Medicine Of Lincoln,NE,
FOO,Foot & Ankle Clinic Of America,IL,
FOQ,Florida Eye Consultants,FL,
FOR,Triad Radiology,NC,
FOT,Foot & Ankle Specialists,MI,
FOV,Fairfax Orthopedics,VA,
FOW,Flat Irons Family Practice,CO,
FOX,Fox Chase Cancer Center,PA,
FOY,Family Medical Associates,NC,
FOZ,Family Care Southwest,CO,
FP2,Foot & Ankle Surgical Group,NV,
FP3,Family Practice Center,MI,
FP4,Foot Healthcare Associates,MI,
FP5,Family Physicians Inc,OH,
FP7,Fraga Medical Center,FL,
FP8,Franklin Surgical Specialists,TN,
FP9,Franklin Surgical Associates,IN,
FPA,Family Planning Associates,CA,
FPC,FM 1960 Pediatric Center,TX,
FPD,Family Practice Associates,CT,
FPE,Frederick Primary Care Associat,MD,
FPF,Family Practice Medical Ctr,ID,
FPH,Family Physicians Associates,OH,
FPK,Family Allergy & Asthma,KY,
FPM,Florida Physicians Medical Grou,FL,
FPN,Freeport Health Network,IL,
FPP,Fairport Pediatrics,NY,
FPT,Family Practice Center,PA,
FPV,Fairfield Psychological Assoc,VA,
FPW,Fresh Pond Womens Hlth Assocs,MA,
FPX,Family Care Associates,IL,
FQ2,Family Medical Group,CA,
FQ3,Family Medical Clinic,WI,
FQ5,Front Range Eye Phys/Sgns,CO,
FQ6,Family Medical Center,IN,
FQ8,Family Medical Associates,IL,
FQB,Foothill Pediatrics,NV,
FQD,Foothills Family Medicine,CO,
FQE,Florida Otolaryngology Group,FL,
FQF,Foxhall Internists PC,DC,
FQG,Family Care Physicians PC,NY,
FQH,Florida Community Health Center,FL,
FQL,Finger Lakes Medical Associates,NY,
FQM,Family Medicine Associates,SC,
FQN,Family Medicine Assocs Augsta,GA,
FQO,Family Medicine Associates,AL,
FQQ,Family Medicine Associates,IL,
FQS,Flagstaff Surgical Associates,AZ,
FQV,Florida Musculoskeletal Inst,FL,
FQY,Family Medical Clinic,CA,
FR1,First Choice Healthcare,SC,
FR2,Family Health Associates,OR,
FR3,Flowers Family Practice Inc,OH,
FR4,Family Practice Center,WA,
FR7,Family Practice Associates,IL,
FR8,First Choice Medical Care,NY,
FRC,Family Health Center,NY,
FRD,Family Care Medical Group,CA,
FRF,Frankford Ave Family Prac,PA,
FRG,Front Range Orthopedics,CO,
FRI,Family Radiology,TX,
FRM,Family Physicians Springfield,OH,
FRP,Family Medical Clinic,TX,
FRQ,Forest Avenue Medical Group,CA,
FRR,Fort Worth Pediatrics,TX,
FRT,Frist Clinic,TN,
FRV,Family Practice Clinic,AR,
FRW,Family Physician Johnson County,IN,
FRZ,Florida Vision Institute,FL,
FS2,Family Practice Of St Cloud,FL,
FS4,Magee Physicians Group,PA,
FS5,FBJ Associates,NY,
FS7,Family Health Center,IL,
FSA,Florida Acute Care Specialists,FL,
FSC,Fresno Childrens Medical Grp,CA,
FSD,Family Health Associates,NE,
FSE,Forestream Pediatrics,NY,
FSH,Florida Pain Medicine Assocs,FL,
FSK,Family Practice Physicians,AK,
FSM,Forth Street Medical Clinic,OR,
FSQ,Family Practice Associates,AK,
FSR,Family Medical Assocs-Lafaytte,CO,
FSS,Family Med Assocs S Attlboro,MA,
FST,First Care,AR,
FSW,Florida Neurology,FL,
FT1,Family Medical Center,KY,
FT2,Fairfield Cty Int Medcn/Gas,CT,
FT3,Faculty Internal Medicine,TN,
FT5,Fairgrounds Family Physicians,NY,
FT6,Family Medical Center,TN,
FT9,Franklin Women's Center,TN,
FTA,Foot & Ankle Associates,ME,
FTC,Foot & Ankle Center Nrth Houstn,TX,
FTF,Family Medical Specialties,NE,
FTG,Family Health Centers,WA,
FTH,Columbia Family Medical Group,MO,
FTI,First Eye Associates,NE,
FTL,Family Doctors Boulder City,NV,
FTM,Four Peaks Neurology,AZ,
FTN,Family Health Center,OH,
FTO,Family Practice Grand Island,NE,
FTP,First Physicians FL &,FL,
FTQ,Family Care Associates,KS,
FTS,Family Care,WV,
FTT,Family Care Of East Tennesse,TN,
FTU,Foothill Family Clinic,UT,
FTW,First Colonies Anesthesia Assoc,MD,
FTX,Fairmont Pediatrics,TX,
FTY,Family Dermatology Of Atlanta,GA,
FU4,Family Practice Associates,NE,
FU5,Family Medical Center,WI,
FU8,Fox Valley Womens Hlth Prtnrs,IL,
FU9,Advanced Foot & Ankle Care Cent,OH,
FUB,Family Practice Group PC,MA,
FUE,Foothills Neurology PC,AZ,
FUG,Florida Cardiology,FL,
FUH,Family Physicians Center,LA,
FUI,Mount Sinai Faculty Prac Assc,NY,
FUJ,First Med,NY,
FUK,Family Medical Center,TX,
FUL,Farmington Family Practice,NM,
FUM,Family First,WY,
FUN,Family Care Specialists,TN,
FUO,Family Health Care PC,NE,
FUP,Family Care Clinic,KS,
FUQ,Family Med Centers,KS,
FUR,Florida Orthopedic Associates,FL,
FUS,Florida Urology Specialists,FL,
FUT,Flagler Medical Associates,FL,
FUU,Family Physicians Of Greeley,CO,
FUV,Family Practice Assocs LLP,KS,
FUY,Family Medicine Inc,MO,
FV1,Family Medicine Associates,AR,
FV4,Family Physicians Of Chester,VA,
FV6,Front Royal Internal Medicine,VA,
FV7,First Care Physicians,CO,
FV8,Franklin Clinic,IN,
FV9,Florida Dermatology LLC,FL,
FVA,Forest Park Pediatrics,MO,
FVC,Family Physicians Of O'fallon,IL,
FVF,Family Physicians Group PC,NE,
FVH,Fox Valley Hematology/Onc,IL,
FVJ,Family Practice Associates,SD,
FVN,Family Medical Associates,OH,
FVO,Fox Valley Plastic Surgery,WI,
FVP,Fairview Pediatrics,MA,
FVR,Forsyth Plastic Sgcl Assocs,NC,
FVT,Fayetteville Heart Center,NC,
FVV,Family Medicine Center,NJ,
FVW,Fox Valley Womens Healthcare,IL,
FVX,Flint Gastroenterology Assocs,MI,
FVZ,Forest Hills Pediatrics,OH,
FW1,Fares Surgical Associates,NJ,
FW2,Falls Foot & Ankle Clinic,OH,
FW4,Franklin Women's Hlth Assocs,PA,
FW5,Family Medicine Center,KY,
FW6,Florida Sports Ortho/Spine Med,FL,
FW7,Forest Family Practice,MS,
FWB,Fort Worth Brain & Spine Inst,TX,
FWJ,Family Services Association,PA,
FWL,Forest Womens Medical Group,VA,
FWN,Florida Behavioral Medicine,FL,
FWO,Fort Wayne Orthopaedics,IN,
FWP,Fairway Pediatrics,LA,
FWQ,Fortuna Family Medical Grp,CA,
FWR,Fort Wayne Radiology Assn,IN,
FWS,Family Wellness Center,WA,
FWT,Family Clinic Of Fort Collins,CO,
FWU,Fallbrook Temecula Valley Ortho,CA,
FWV,Fort Washington Fmly Med Ctr,MD,
FWY,Forest Health Care Assocs,NJ,
FX1,Fairfax Colon & Rectal Surgery,VA,
FX2,Fenton Family Medicine,MI,
FX3,Fuerste Eye Clinic,IA,
FX4,Family First Medical Associates,PA,
FX5,First Surgical Consultants,CA,
FX6,Family Medicine Center,IL,
FX7,Family Healthcare Associates,ME,
FX9,Fertility Centers New England,MA,
FXA,Florida Dermatology Associates,FL,
FXC,Family Medicine Associates PC,IA,
FXD,Family Docs Clinic,MI,
FXE,Family Eye Care Associates PC,GA,
FXF,Fairfax Family Practice Center,VA,
FXI,Family Physicians West,TN,
FXJ,Forest Park Medical Group,GA,
FXK,Freedman Clinic,LA,
FXL,Florida Center Gastroenterology,FL,
FXM,Fatigati Nalin MDs & Associates,PA,
