Code5,Hospital Code,STATE
MEV,Speare Memorial Hospital,NH
MEW,Marlette Regional Hospital,MI
MEX,Morrill County Community Hosp,NE
MEY,Madera Community Hospital,CA
MEZ,Tillman County City Frdrck Hosp,OK
MF1,Sanford Bismarck,ND
MF3,Memorial Health System East Txs,TX
MF4,Memorial Medical Center,TX
MF6,Memorial Medical Ctr Sn Augstn,TX
MF7,Mount Carmel West Hospital,OH
MF8,Thomas Jefferson Univ Hosp,PA
MF9,Mary Washington Hospital,VA
MFA,Lincoln Health Miles Memorial,ME
MFB,Mercy Medical Center,WI
MFC,Missouri River Medical Center,MT
MFD,Good Shepherd Medical Ctr Mrshl,TX
MFE,Mckee Medical Center,CO
MFF,Mary Breckinridge ARH Hospital,KY
MFG,Saint Joseph Mount Sterling,KY
MFH,Morton Plant Hospital,FL
MFI,Montgomery General Hospital,WV
MFJ,The Medical Center At Bwlng Grn,KY
MFK,Mckenzie Health System,MI
MFL,Mercy Hospital,FL
MFM,Georgia Regents Medical Center,GA
MFN,Mendocino Coast District Hosp,CA
MFQ,Manning Regional Healthcare Ctr,IA
MFR,Marlboro Park Hospital,SC
MFS,Medcentral Mansfield Hospital,OH
MFT,St Luke's Mccall,ID
MFU,Minidoka Memorial Hospital,ID
MFV,Melissa Memorial Hospital,CO
MFW,Metrowest Medical Center,MA
MFX,Meadville Medical Center,PA
MFY,Mark Reed Healthcr Mcclry Clin,WA
MFZ,Maniilaq Health Center,AK
MG1,Morehead Memorial Hospital,NC
MG2,Mitchell County Reg Hlth Ctr,IA
MG3,Hackensack UMC Mountainside,NJ
MG4,Midwestern Regional Medical Ctr,IL
MG5,Mountrail County Health Center,ND
MG6,Bloomington Meadows Hospital,IN
MG7,Saint Joseph Mercy Port Huron,MI
MG8,Mclaren Macomb Medical Center,MI
MG9,Indiana Univ Health Morgan Hosp,IN
MGA,Manatee Memorial Hospital,FL
MGB,Memorial Hospital Pembroke,FL
MGC,Mount Graham Reg Med Ctr,AZ
MGD,Maria Parham Medical Center,NC
MGE,Mainland Medical Center,TX
MGF,Medical Center Of Southestrn OK,OK
MGG,Madigan Army Medical Center,WA
MGH,Milford Hospital,CT
MGI,Moses Taylor Hospital,PA
MGJ,Montrose Memorial Hospital,CO
MGK,Mease Countryside Hospital,FL
MGL,Mercy Southwest Hospital,CA
MGM,Maui Memorial Medical Center,HI
MGN,Olympia Medical Center,CA
MGO,Mease Dunedin Hospital,FL
MGP,UPMC Mercy,PA
MGQ,Saint Alphonsus Medical Center,ID
MGR,Massachusetts Eye & Ear Infirm,MA
MGS,DMC Surgery Hospital,MI
MGT,Magnolia Regional Health Center,MS
MGU,Marion General Hospital,MS
MGW,Missouri Delta Medical Center,MO
MGY,Mineral Community Hospital,MT
MGZ,Murphy Medical Center,NC
MHA,The Mcdowell Hospital,NC
MHB,Mountain View Hospital,AL
MHC,Memorial Hospital,IL
MHD,Mercy Hospital Ozark,AR
MHE,Mercy Medical Center Des Moines,IA
MHF,Marshalltown Medical & Surgical,IA
MHG,Memorial Hosp Mrtnsvll Hnry Cty,VA
MHH,Midland Memorial Hospital,TX
MHI,Mission Regional Medical Center,TX
MHK,Mount Carmel St Ann's Hospital,OH
MHM,Mercy Hospital & Medical Center,IL
MHN,Memorial Hospital Sweetwtr Cty,WY
MID,Midmichigan Medical Center-Clar,MI
MIE,Mercy Medical Center,MA
MIF,McLean At Naukeag,MA
MIG,Milford Regional Medical Center,MA
MIH,Mary Immaculate Hospital,VA
MII,Miriam Hospital,RI
MIJ,Metrowest Med Ctr Leonrd Mrse,MA
MIK,Merrimack Valley Hospital,MA
MIL,Millinocket Regional Hospital,ME
MIM,Massachusetts Hospital School,MA
MIN,Massachusetts Correctional Inst,MA
MIT,Mclean Hospital,MA
MIU,Mercy-Westbrook Recovery Center,ME
MIW,Midstate Medical Center,CT
MIX,Masonicare Health Center,CT
MIY,Meadowlands Hospital Med Ctr,NJ
MJA,Morristown Medical Center,NJ
MJB,Matheny Medical & Educational,NJ
MJC,Marlton Rehabilitation Hospital,NJ
MJD,Mc Cosh Health Center Princeton,NJ
MJF,Manhattan Psychiatric Center,NY
MJG,Montefiore Mount Vernon,NY
MJK,Albany Memorial Hospital,NY
MJL,Moses Ludington Hospital,NY
MJM,Mohawk Valley Psychiatric Ctr,NY
MJO,Mt Saint Mary's Hospital,NY
MJP,Orleans Community Health Hsp,NY
MJR,Monroe Community Hospital,NY
MJU,Memorial Medical Center-Downtwn,PA
MJW,Miners Medical Center,PA
MJX,Meadows Psychiatric Center,PA
MJZ,Muncy Valley Hospital,PA
MKA,Mid-Valley Hospital,PA
MKB,Regional Hospital Of Scranton,PA
MKD,Special Care Hospital,PA
MKF,Memorial Hospital,PA
MKG,Magee Rehabilitation Hospital,PA
MKI,Mercy Philadelphia Hospital,PA
MKJ,Malvern Institute,PA
MKK,Montgomery County Emergency Svs,PA
MKL,Meadowwood Hospital,DE
MKM,Milford Memorial Hospital,DE
MKN,Christus Santa Rosa Hosp-Nw Brn,TX
MKO,Specialty Hosp Wash Captl Hll,DC
MKP,Medstar Montgomery Medical Ctr,MD
MKQ,Metropolitan Transition Center,MD
MKR,Mountain Manor Treatment Center,MD
MKS,Shore Medical Center At Easton,MD
MKT,Mountain Manor Treatment Center,MD
MKU,Inova Mount Vernon Hospital,VA
MKV,Bon Secours Mem Reg Med Ctr,VA
MKW,McGuire VA Medical Center,VA
MKX,Mc Donald Army Health Center,VA
MKY,Bon Secours Maryview Med Ctr,VA
MKZ,Lewisgale Hospital Montgomery,VA
MLB,Mount Regis Center,VA
MLC,Mountain View Regional Med Ctr,VA
MLD,Mildred Mitchell Bateman Hosp,WV
MLE,Mon General Hospital,WV
MLF,Mille Lacs Health System,MN
MLG,Novant Hlth Med Park Hosp,NC
MLH,Beth Israel Deaconess-Milton,MA
MLI,Montgomery Memorial Hospital,NC
MLJ,Moses Cone Behavioral Hlth Ctr,NC
MLK,Carolinas Medical Center Mercy,NC
MLM,Mission Hospital,NC
MLN,Morris Village Alcohol Trtmnt,SC
MLO,Midlands Regional Center,SC
MLP,Moncrief Army Community Hosp,SC
MLQ,Mcleod Medical Ctr-Darlington,SC
MLR,Mclaren-Flint,MI
MLT,Carolinas Hospital Sys Marion,SC
MLU,Marshall I Pickens Hospital,SC
MLX,Meadows Regional Medical Center,GA
MLY,Saint Mary's Good Samaritn Hosp,GA
MLZ,Morgan Memorial Hospital,GA
MMA,Murray Medical Center,GA
MMB,University Hospital Mcduffie,GA
MMC,Metrohealth Medical Center,OH
MMD,Monroe County Hospital,GA
MME,Cook Medical Center,GA
MMF,Mitchell County Hospital,GA
MMG,Martin Army Community Hospital,GA
MMH,Memorial University Med Ctr,GA
MMI,Florida Hospital Oceanside,FL
MMJ,Methodist Medical Center,TN
MMK,Memorial Hospital Jacksonville,FL
MML,Mount Carmel East Hospital,OH
MMM,Saint Joseph London,KY
MMN,Malcom Randall VA Medical Ctr,FL
MMO,Memorial Hospital West,FL
MMP,University Of CO Hlth Mem Hosp,CO
MMQ,Genesis Medical Center Aledo,IL
MMS,Mariners Hospital,FL
MMT,Miami Jewish Health Systems,FL
MMV,Manor Oaks Rehab Center,FL
MMX,Manatee Glens Hospital,FL
MMY,Palm Shores Behavioral Ctr,FL
MMZ,Munroe HMA Hosp LLC,FL
MNA,Morton Plant North Bay Hospital,FL
MNB,Martin Health System South,FL
MNC,Mary S Harper Gertrc Psych Hosp,AL
MND,Medicine Lodge Memorial Hosp,KS
MNE,Marion Regional Medical Center,AL
MNF,Marshall Medical Center South,AL
MNI,Medical Center Enterprise,AL
MNJ,Mizell Memorial Hospital,AL
MNL,Univ Med Ctr McFarland Campus,TN
MNM,St Thomas Rutherford Hospital,TN
MNN,Nashville General Hospital Mhry,TN
MNO,Mendota Community Hospital,IL
MNP,Middle Tennessee Mental Health,TN
MNQ,Memorial Hospital Hixson,TN
MNR,Medical Center Of Manchester,TN
MNS,Moccasin Bend Mental Hlth Inst,TN
MNT,SEARHC Mount Edgecumbe Hospital,AK
MNU,Morristown-Hamblen Healthcare,TN
MNV,Methodist Hospital Of Fayette,TN
MNW,Methodist University Hospital,TN
MNX,Methodist Extended Care Hosp,TN
MNY,Methodist Hospital South,TN
MO1,Baptist Orange Hospital,TX
MO2,Memorial Hermann Hospital,TX
MO3,Memorial Hermann Katy Hospital,TX
MO4,Memorial Hermann Southeast Hosp,TX
MO5,Memorial Hermann Southwest Hosp,TX
MO6,Memorial Hermann The Wdlnd Hosp,TX
MOB,Moberly Regional Medical Center,MO
MOC,Methodist North Hospital,TN
MOD,Memphis Mental Health Institute,TN
MOE,Mc Kenzie Regional Hospital,TN
MOF,Milan General Hospital,TN
MOG,Mc Nairy Regional Hospital,TN
MOH,Madison River Oaks Med Ctr,MS
MOI,Montfort Jones Memorial Hosp,MS
MOJ,Magee General Hospital,MS
MOK,Mississippi State Hospital,MS
MOL,Methodist Rehabilitation Center,MS
MOM,Memorial Behavioral Health,MS
MOO,Manchester Memorial Hospital,KY
MOP,Middlesboro Applchn Reg Hlthcr,KY
MOQ,Meadowview Regional Medical Ctr,KY
MOR,Morgan County ARH,KY
MOS,Moses H. Cone Memorial Hospital,NC
MOT,Marshall County Hospital,KY
MOU,Piedmont Mountainside Hospital,GA
MOV,Murray-Calloway County Hospital,KY
MOW,Southern Kentucky Rehab Hosp,KY
MOX,Medical Center At Franklin,KY
MOY,Baptist Hospitals Of Sthest Tex,TX
MOZ,Memorial Hermann Memorial City,TX
MPA,Medical Center At Scottsville,KY
MPB,Monroe County Medical Center,KY
MPC,Mount Vernon Developmental Ctr,OH
MPD,Mercy Memorial Hospital,OH
MPE,Madison County Hospital,OH
MPF,Mary Rutan Hospital,OH
MPG,Morrow County Hospital,OH
MPH,Mills Peninsula Health Services,CA
MPI,Promedical Memorial Hospital,OH
MPJ,Community Hospital & Wellns Ctr,OH
MPK,Mercy Children's Hospital,OH
MPM,Maricopa Intergrated Health Sys,AZ
MPN,Metrohealth Hospital,MI
MPO,Marymount Hospital,OH
MPP,Medina Hospital,OH
MPQ,Vibra Hosp Of Mahoning Valley,OH
MPR,Ohiohealth Medcntrl Shlby Hosp,OH
MPS,Mercy Willard Hospital,OH
MPT,Mercy Health-Fairfield Hospital,OH
MPU,Mccullough-Hyde Memorial Hosp,OH
MPV,Mercy Health West Hospital,OH
MPY,Mercy Hospital Anderson,OH
MQA,Marietta Memorial Hospital,OH
MQB,Methodist Hospitals Southlake,IN
MQC,Michiana Behavioral Health,IN
MQD,Memorial Epworth Center,IN
MQE,Madison State Hospital,IN
MQF,Memorial Hospital & Hlth Cr Ctr,IN
MQG,Midmichigan Med Cntr Gladwin,MI
MQH,Midmichigan Med Cntr Midland,MI
MQJ,Spectrum Health Big Rapids Hosp,MI
MQK,Spectrum Health Ludington Hosp,MI
MQL,Mercy Health Muskegon,MI
MQM,Mercy Health Muskegon,MI
MQN,Mary Free Bed Rehab Hospital,MI
MQO,Mercy Hospital Cadillac,MI
MQP,Mercy Hospital Grayling,MI
MQQ,Marquette Branch Prison,MI
MQR,Mary Greeley Medical Center,IA
MQS,Mercy Medical Center West Lakes,IA
MQT,Mercy Med Ctr Nrth Iowa W Cmps,IA
MQU,Mercy Medical Center North Iowa,IA
MQV,Mental Health Institute,IA
MQW,Mercy Medical Center New Hamptn,IA
MQX,Mercy Hosptl Franciscan Sisters,IA
MQY,Mercy Medical Center Sioux City,IA
MQZ,Shelby Cty Chrs A Myrt Mem Hosp,IA
MRA,Mercy Medical Center Dubuque,IA
MRB,Mercy Medical Center Dyersville,IA
MRC,Mercy Memorial Hospital System,MI
MRD,Mercy Medical Center,IA
MRE,Mercy Medical Center Centervlle,IA
MRF,Mount Pleasant Treatment Center,IA
MRH,Mercy Medical Center Clinton,IA
MRI,Aurora Memorial Hosp Burlngtn,WI
MRJ,Milwaukee County Behvrl Hlth,WI
MRK,Memorial Hospital Of Lafayette,WI
MRL,Edgerton Hospital & Health Svs,WI
MRM,Eastar Health System,OK
MRN,Mercy Hospital & Trauma Ctr,WI
MRO,Mendota Mental Health Institute,WI
MRP,Memorial Health Center,WI
MRQ,Mayo Clinic Red Cedar,WI
MRR,Atlantic Rehab Inst,NJ
MRS,Memorial Medical Center,WI
MRT,Minnesota Specialty Hlth Systm,MN
MRU,Meadow Creek Treatment Center,MN
MRV,Mercy Tiffin Hospital,OH
MRW,Meeker Memorial Hospital,MN
MRX,Centra Care Health Monticello,MN
MSB,Park Nicollet Methodist Hosp,MN
MSC,Mercy Hospital,MN
MSD,Minnesota Sex Offender Program,MN
MSE,Essentia Health-Duluth,MN
MSF,Minnesota Valley Health Center,MN
MSG,Madelia Community Hosp & Clin,MN
MSH,Murray County Medical Center,MN
MSI,Mercy San Juan Medical Center,CA
MSJ,Madison Hospital,MN
MSK,Memorial Sloan Kettering Cancer,NY
MSL,Centracare Health - Melrose,MN
MSM,Mille Lacs Academy,MN
MSN,Mahnomen Health Center,MN
MSO,Perham Health,MN
MSP,Milbank Area Hospital Avera,SD
MSQ,Marshall County Healthcare Ctr,SD
MSR,Mercy Hospital,ND
MSS,Sanford Medical Center,ND
MST,The Mercy Hospital Of Devils Lk,ND
MSU,Mckenzie County Hospital,ND
MSV,Mccone County Health Center,MT
MSW,Mission Children's Hospital,NC
MSX,Marias Medical Center,MT
MSY,Montana Developmental Center,MT
MSZ,Mountainview Medical Center,MT
MTA,Mount Auburn Hospital,MA
MTB,Montana State Prison Inst,MT
MTC,Sanford South University Hosp,ND
MTD,Methodist Hospital Of Chicago,IL
MTE,Madison Valley Medical Center,MT
MTF,Montefiore Medical Center,NY
MTG,Montana State Hospital,MT
MTH,Indiana Univ Hlth Methdst Hosp,IN
MTI,Mercy Harvard Hospital,IL
MTJ,Morrison Community Hospital,IL
MTK,Mcdonough District Hospital,IL
MTL,Memorial Hospital,IL
MTM,Memorial Hospital,IL
MTN,Mount Sinai Medical Center,FL
MTO,Marshall Browning Hospital,IL
MTP,Memorial Hospital,IL
MTQ,Marion VA Medical Center,IL
MTR,Metropolitan Hospital Center,NY
MTS,Mount Sinai Hospital,IL
MTT,Missouri Baptist Sullivan Hosp,MO
MTU,Metropolitan Snt Louis Psych,MO
MTV,Missouri Baptist Medical Center,MO
MTX,Marshall Habilitation Center,MO
MTY,Missouri Rehabilitation Center,MO
MUA,Meadowbrook Rehabilitation Hosp,KS
MUB,Miami County Medical Center,KS
MUC,Menorah Medical Center,KS
MUD,Mid America Rehabilitation Hosp,KS
MUE,Mercy Regional Health Center,KS
MUF,Manhattan Surgical Hospital,KS
MUG,Mercy Health Center,KS
MUH,Muhlenberg Community Hospital,KY
MUI,Mercy Maude Norton Hospital,KS
MUJ,Morris County Hospital,KS
MUK,Mercy Hospital,KS
MUL,Mercy Hospital Independence,KS
MUM,Memorial Hospital,KS
MUN,Mitchell County Hosp Hlth Sys,KS
MUO,Mcpherson Hospital,KS
MUP,Meade District Hospital,KS
MUQ,Morton County Hospital,KS
MUR,Madonna Rehabilitation Hospital,NE
MUS,Sidney Regional Medical Center,NE
MUT,Ochsner Medical Ctr-West Bank,LA
MUV,Post Acute Specialty Hosp Lafyt,LA
MUW,Marcum & Wallace Memorial Hosp,KY
MUX,Minden Medical Center,LA
MUY,Madison Parish Hospital,LA
MUZ,Mcgehee Hospital,AR
MVA,Mena Regional Health Systems,AR
MVC,Community Med Ctr Of Izard Cty,AR
MVD,Mercy Hospital Waldron,AR
MVE,Midwest Regional Medical Center,OK
MVF,Mercy Hospital Oklahoma City,OK
MVG,Mercy Health Love County,OK
MVH,Quartz Mountain Medical Center,OK
MVI,Memorial Hospital Texas County,OK
MVJ,Post Acute Med Spec Hosp,OK
MVK,Mayes County Medical Center,OK
MVL,McAlester Regional Health Ctr,OK
MVM,Mary Hurley Hospital,OK
MVN,Memorial Hospital,OK
MVO,Medical Center Of Lewisville,TX
MVP,The Medical Center Of Plano,TX
MVT,Baylor Medical Center At Uptown,TX
MVU,Jcksnvll Trinty Mthr Frncs Hosp,TX
MVV,Memorial Specialty Hospital,TX
MVW,Millwood Hospital,TX
MVX,Medical Center Arlington,TX
MVY,Metroplex Adventist Hospital,TX
MW1,Houston Methodist West Hospital,TX
MWB,Memorial Hermann Prevtn/Recovry,TX
MWC,Houston Methodist Willwbrk Hosp,TX
MWE,The Menninger Clinic,TX
MWF,Matagorda Regional Med Ctr,TX
MWG,Houston Methodist Sugar Lnd Hsp,TX
MWH,Medical Center SE Texas Hosp,TX
MWI,Madison Saint Joseph Health Ctr,TX
MWJ,Memorial Medical Center,TX
MWK,Metropolitan Methodist Hospital,TX
MWL,Methodist Specialty & Transplnt,TX
MWM,Sky Lakes Medical Center,OR
MWN,Methodist Children's Hospital,TX
MWO,Methodist Hospital,TX
MWP,Methodist Ambulatory Sgy Hosp,TX
MWR,McAllen Heart Hospital,TX
MWT,South Texas Behavioral Health,TX
MWU,Memorial Hospital,TX
MWV,Meridell Achievement Center,TX
MWW,Moore County Hospital District,TX
MWX,Medical Arts Hospital,TX
MWY,Memorial Hospital,TX
MWZ,Mitchell County Hospital Dstrct,TX
MXA,Midland Memorial Hospital W Cmp,TX
MXC,Mccamey Hospital,TX
MXD,Medical Center Health System,TX
MXE,Martin County Hospital District,TX
MXF,Mesa Hills Specialty Hospital,TX
MXG,Medical Center Of Aurora,CO
MXI,Mountain Crest Behavioral Hlth,CO
MXJ,Mt San Rafael Hospital,CO
MXK,Madison Memorial Hospital,ID
MXL,Mountain West Medical Center,UT
MXM,Mountain View Hospital,UT
MXN,Milford Memorial Hospital,UT
MXO,Maryvale Hospital,AZ
MXP,Mayo Clinic Hospital,AZ
MXS,Mountainview Regional Med Ctr,NM
MXT,Mesilla Valley Hospital,NM
MXU,Mimbres Memorial Hospital,NM
MXV,Mescalero Indian Hospital,NM
MXW,Mesa View Regional Hospital,NV
MXX,Montevista Hospital,NV
MXZ,Metropolitan State Hospital,CA
MYA,Miller Child/Wmns Hosp Lng Bch,CA
MYB,Mission Community Hospital,CA
MYC,Monterey Park Hospital,CA
MYD,Sharp Mary Birch Hosp For Women,CA
MYE,Mountains Community Hospital,CA
MYF,Kaiser Medical Cntr Moreno Vly,CA
MYH,Menifee Valley Medical Center,CA
MYI,Mission Hospital,CA
MYJ,Mercy Hospital Of Bakersfield,CA
MYK,Good Samaritan Hospital SW,CA
MYL,Memorial Hospital Los Banos,CA
MYM,Menlo Park Surgical Hospital,CA
MYN,Mary Lanning Healthcare,NE
MYO,Mills Peninsula Health Center,CA
MYP,John Muir Medical Centr Concord,CA
MYQ,John Muir Behavorial Health Ctr,CA
MYR,Macon County General Hospital,TN
MYS,MPI Chemical Dependency Hosp,CA
MYT,Marin General Hospital,CA
MYU,Mission Oaks Hospital,CA
MYV,Mercy Medical Center,CA
MYW,Memorial Medical Center,CA
MYZ,Mad River Community Hospital,CA
MZA,Mercy Hospital Of Folsom,CA
MZB,Mercy General Hospital,CA
MZC,Methodist Hospital Sacramento,CA
MZD,Mayers Memorial Hospital Dist,CA
MZE,Dgnty Hlth Mrcy Med Ctr Mt Shst,CA
MZF,Modoc Medical Center,CA
MZG,Molokai General Hospital,HI
MZH,Mercy Medical Center,OR
MZI,Mckenzie Willamette Medical Ctr,OR
MZJ,Saint Charles Madras,OR
MZK,Morton General Hospital,WA
MZL,Mason Gen Hosp & Famly Clins,WA
MZM,Peace Health SW Mem Hlth Ctr,WA
MZN,Mid Valley Hospital,WA
MZO,Providence Mount Carmel Hosp,WA
MZP,Monroe Carell Children's Hosp,TN
MZQ,Mercy Gilbert Medical Center,AZ
MZR,Mercy Defiance Hospital,OH
MZS,Baylor Surgical Hosp Fort Worth,TX
MZT,Midwest Center Youth & Families,IN
NA1,Norwalk Hospital,CT
NA2,New Milford Hospital,CT
NA3,Pioneer Community Hospital,MS
NA4,Northern Montana Hospital,MT
NA5,Nevada Regional Medical Center,MO
NA6,Nyack Hospital,NY
NA7,Newton Medical Center,NJ
NA8,Newport Hospital & Hlth Svs,WA
NAA,New England Baptist Hospital,MA
NAE,Nye Regional Medical Center,NV
NAF,North Bay Medical Center,CA
NAG,Northwestern Memorial Hospital,IL
NAH,Memorial Hermann Northeast Hosp,TX
NAI,Newton Medical Center,GA
NAJ,Napa State Hospital,CA
NAK,Northeast Regional Medical Ctr,MO
NAL,North Shore University Hospital,NY
NAN,Noxubee General Hospital,MS
NAO,Neshoba County Gen Hosp/Nrsg Hm,MS
NAQ,North Florida Regional Med Ctr,FL
NAR,North Runnels Hospital,TX
NAS,Coliseum Northside Hospital,GA
NAT,Natchitoches Regional Med Ctr,LA
NAU,Nassau University Medical Ctr,NY
NAV,Northwest Missppi Reg Med Ctr,MS
NAW,Nebraska Medical Center,NE
NAX,Norton County Hospital,KS
NAY,Nebraska Heart Hospital,NE
NAZ,Nason Hospital,PA
NB2,Regional General Hospital,FL
NB3,Nicholas H Noyes Memorial Hosp,NY
NB5,Northwest Medical Center,FL
NB6,The Pavilion NW Texas Hlthcre,TX
NB7,Northeast Alabama Reg Med Ctr,AL
NB8,Norwegian American Hospital,IL
NB9,Norton Sound Regional Hospital,AK
NBA,Northern Hospital Of Surry Cty,NC
NBB,North Arkansas Regional Med Ctr,AR
NBD,Nemaha Valley Community Hosp,KS
NBE,Nash General Hospital,NC
NBF,Niobrara Valley Hospital,NE
NBG,Broward Health North,FL
NBH,North Kansas City Hospital,MO
NBI,Newark Beth Israel Medical Ctr,NJ
NBJ,Northridge Hospital Med Ctr,CA
NBK,Nemaha County Hospital,NE
NBL,Ness County Hospital Dis #2,KS
NBM,North Country Hospital,VT
NBN,Northeastern Vermont Regional,VT
NBO,Natchaug Hospital,CT
NBP,Norwalk Community Hospital,CA
NBQ,North Colorado Medical Center,CO
NBR,Nanticoke Memorial Hospital,DE
NBS,Hospital Of Central Connecticut,CT
NBT,North Shore Med Ctr Unon Hosp,MA
NBV,Norton Community Hospital,VA
NBW,Navarro Regional Hospital,TX
NBX,Northport Medical Center,AL
NBY,Natchez Regional Medical Center,MS
NBZ,Northwest Medical Center Bntvll,AR
NC1,North Dakota State Hospital,ND
NC2,North Valley Hospital,MT
NC3,Nacogdoches Medical Center,TX
NC6,New Ulm Medical Center,MN
NC7,Summit Healthcare Reg Med Ctr,AZ
NCA,Northern Cochise Community Hosp,AZ
NCB,North Central Bronx Hospital,NY
NCD,Piedmont Newnan Hospital,GA
NCE,North Georgia Medical Center,GA
NCF,North Hawaii Community Hospital,HI
NCG,Nazareth Hospital,PA
NCH,Avera Heart Hospital S Dkota,SD
NCI,New Hanover Regional Med Ctr,NC
NCK,Nashoba Valley Medical Center,MA
NCM,New England Sinai Hospital,MA
NCN,Natchez Community Hospital,MS
NCO,Northwest Medical Center,MO
NCQ,NYP Westchester Division,NY
NCR,Northern Maine Medical Center,ME
NCS,Centegra Hospital Mchenry,IL
NCT,North East Ark Baptst Mem Hosp,AR
NCU,Newman Regional Health,KS
NCV,Newton Medical Center,KS
NCW,Niagara Falls Memorial Med Ctr,NY
NCX,Saint Francis Medical Center,LA
NCY,Mclaren Northern Michigan,MI
NCZ,North Ottawa Community Hospital,MI
NDA,VA Centrl Wstrn Mass Hlthcr Sys,MA
NDB,Noble Hospital,MA
NDC,Mass Gen Hosp Childrn Nrth Shre,MA
NDD,Nantucket Cottage Hospital,MA
NDE,New Bedford Rehabilitation Hosp,MA
NDG,New Hampshire Hospital,NH
NDH,Memorial Hospital Rhode Island,RI
NDI,New England Rehabilitation Hosp,ME
NDJ,Northwestern Medical Center,VT
NDK,New Haven Community Correction,CT
NDN,New York Eye & Ear Infirmary,NY
NDO,New York Weill Cornell Med Ctr,NY
NDP,New York State Psychiatric Inst,NY
NDQ,New York Presbyterian,NY
NDR,Northern Westchester Hospital,NY
NDS,New York Hospital Medical Ctr,NY
NDT,Saint Joseph Hospital,NY
NDU,Northern Dutchess Hospital,NY
NDV,Healthsouth Nittany Vly Rehab,PA
NDX,Norristown State Hospital,PA
NDY,Walter Reed Ntnl Mltry Med Ctr,MD
NDZ,NIH Clinical Center,MD
NEA,Northwest Hospital,MD
NEB,Northern Virginia Mental Health,VA
NEC,Naval Medical Center,VA
NED,Northern Regional Jail,WV
NEE,North Carolina Specialty Hosp,NC
NEG,Naval Hospital-Camp Lejeune,NC
NEH,Newberry County Memorial Hosp,SC
NEI,North Greenville Hospital,SC
NEK,Northside Hospital-Cherokee,GA
NEL,Carolinas Medical Center-NE,NC
NEM,Tufts Medical Center,MA
NEP,Northside Hospital,GA
NES,Northeast Florida State Hosp,FL
NET,Naval Hospital Jacksonville,FL
NEU,Northwest Florida Community Hos,FL
NEV,Naval Hospital Pensacola,FL
NEW,Newton-Wellesley Hospital,MA
NEX,North Shore Medical Center,FL
NEY,Northside Mental Health Center,FL
NEZ,NCH North Naples Hospital,FL
NFA,New Horizons Treasure Coast,FL
NFC,Northwest Medical Center,AL
NFD,North Baldwin Infirmary,AL
NFH,North Florida Evaluation/Trtmnt,FL
NFI,North Oak Regional Medical Ctr,MS
NFJ,North Mississippi State Hosp,MS
NFK,North Mississippi Med Ctr-Eurpa,MS
NFL,Norton Brownsboro Hospital,KY
NFM,Norton Hospital,KY
NFN,Norton Audubon Hospital,KY
NFQ,New Horizons Medical Center,KY
NFR,Northkey Community Care,KY
NFS,Northwest Ohio Psychtrc Hosp,OH
NFT,Northwest Ohio Developmental,OH
NFU,North Coast Behavioral Hlthcare,OH
NFW,Neil Kennedy Recovery Clinic,OH
NFX,Sanford Sheldon Medical Center,IA
NFY,North Central Healthcare,WI
NFZ,Norwood Health Center,WI
NGA,Northern Wisconsin Center,WI
NGB,Thedacare Med Ctr New London,WI
NGC,Northfield Hospital & Clinics,MN
NGE,New Beginnings Minnesota,MN
NGF,Sanford Bemidji Medical Center,MN
NGG,Sanford Med Ctr Thif Rivr Flls,MN
NGH,North Valley Health Center,MN
NGI,Nelson County Hlth Sys Hosp,ND
NGJ,Northwood Deaconess Health Ctr,ND
NGK,Northeast Montana Hlth Svs,MT
NGL,Northern Rockies Med Cnt Inc,MT
NGM,Northeast Georgia Med Ctr,GA
NGN,Captain James Lovll Fed Hlth Cr,IL
NGQ,Northwest Missouri Psych Rehab,MO
NGR,Neosho Memorial Reg Med Ctr,KS
NGS,Nbrska Dept Corrct Svs Hlth Svs,NE
NGT,Norfolk Regional Center,NE
NGW,North Oaks Rehabilitation Hosp,LA
NGX,Ochsner Medical Ctr Nrth Shre,LA
NGY,National Hansen Disease Program,LA
