Code7,Affiliation Code,STATE
MIG,Mahaska Health Partnership,IA
MIH,Mary Immaculate Hospital,VA
MII,Georgia Regents Medical Center,GA
MIK,Magnolia Regional Med Center,AR
MIL,Milford Memorial Hospital,DE
MIM,Magee General Hospital,MS
MIN,Midland Memorial Hospital,TX
MIO,Marion General Hospital,MS
MIP,Monroe County Hospital,AL
MIQ,Marlborough Hospital,MA
MIR,Morris County Hospital,KS
MIS,Mcdowell ARH Hospital,KY
MIU,Merrimack Valley Hospital,MA
MIW,Mountains Community Hospital,CA
MIX,Morgan Memorial Hospital,GA
MIY,Mercy Medical Center,OR
MIZ,Moore County Hospital District,TX
MJ3,Mary Rutan Hospital,OH
MJ4,Memorial Hospital Carbon County,WY
MJ5,Memorial Hospital Sheridan Cty,WY
MJ8,Mercy Memorial Hospital System,MI
MJ9,Mineral Area Regional Med Ctr,MO
MJA,Baptist Medical Center,MS
MJC,Mercy Hospital,MN
MJD,Marshall Medical Center,TN
MJE,Bon Secours Mem Reg Med Ctr,VA
MJF,Marcum & Wallace Memorial Hosp,KY
MJJ,Saint Mary's Good Samaritn Hosp,GA
MJK,Parham Doctors' Hospital,VA
MJL,SEARHC Mount Edgecumbe Hospital,AK
MJN,Mainland Medical Center,TX
MJO,Morrow County Hospital,OH
MJP,Mcdonough District Hospital,IL
MJQ,Memorial Hospital,KS
MJR,Minidoka Memorial Hospital,ID
MJT,Memorial Hospital Salem County,NJ
MJU,Mountainview Regional Med Ctr,NM
MJW,Lincoln Health Miles Memorial,ME
MJX,Monroe County Hospital,GA
MJY,Minneola District Hospital,KS
MK1,Madison River Oaks Med Ctr,MS
MK4,Mercy Hospital,KS
MK5,Mercy Medical Center New Hamptn,IA
MK7,Marshall Browning Hospital,IL
MKA,Specialty Hosp Wash Captl Hll,DC
MKC,Meeker Memorial Hospital,MN
MKD,Memorial Hospital Rhode Island,RI
MKF,Mimbres Memorial Hospital,NM
MKG,Mobridge Regional Hosp & Clins,SD
MKH,Mount Ascutney Hospital,VT
MKI,Mount Desert Island Hospital,ME
MKJ,Legacy Meridian Park Hospital,OR
MKK,Montfort Jones Memorial Hosp,MS
MKL,Methodist Health System,TX
MKN,Monadnock Community Hospital,NH
MKO,Mayo Regional Hospital,ME
MKQ,Millinocket Regional Hospital,ME
MKR,Mt Washington Pediatric Hosp,MD
MKS,Mclean Hospital,MA
MKU,Monroe Clinic,WI
MKW,Martha's Vineyard Hospital,MA
MKX,Mccullough-Hyde Memorial Hosp,OH
MKZ,Mercy Memorial Hospital,OH
ML1,Medical Center Of Manchester,TN
ML2,Nashville General Hospital Mhry,TN
ML3,Mary Breckinridge ARH Hospital,KY
ML5,Monroe County Medical Center,KY
ML6,Morgan County ARH,KY
MLC,Millcreek Community Hospital,PA
MLE,Margaretville Hospital,NY
MLF,Mammoth Hospital,CA
MLG,University Mrylnd Med Ctr Mdtwn,MD
MLH,Madison Valley Medical Center,MT
MLI,Miller Child/Wmns Hosp Lng Bch,CA
MLK,Marcus Daly Memorial Hospital,MT
MLL,Mineral Community Hospital,MT
MLM,Missouri River Medical Center,MT
MLN,Milan General Hospital,TN
MLO,Montana State Hospital,MT
MLP,Mountainview Medical Center,MT
MLQ,Mark Reed Healthcr Mcclry Clin,WA
MLR,Mount Sinai Medical Center,NY
MLS,Mason Gen Hosp & Famly Clins,WA
MLT,Morton General Hospital,WA
MLU,Providence Mount Carmel Hosp,WA
MLV,Mountain West Medical Center,UT
MLW,Mercy General Hospital,CA
MLX,Methodist Hospital Sacramento,CA
MLY,Mercy Hospital Of Bakersfield,CA
MLZ,Mercy Hospital Of Folsom,CA
MM2,Moundview Memorial Hospital,WI
MM3,Mayo Clinic Red Cedar,WI
MM4,Madison County Memorial Hosp,IA
MM5,Manning Regional Healthcare Ctr,IA
MM6,Marengo Memorial Hospital,IA
MM7,Sanford Rock Rapids Medical Ctr,IA
MM8,Mitchell County Reg Hlth Ctr,IA
MM9,Monroe County Hospital & Clinic,IA
MMA,Hallmark Hlth Mlrse Wkfld Hosp,MA
MMB,Mackinac Straits Healthsystem,MI
MMD,Munson Medical Center,MI
MMF,Marlette Regional Hospital,MI
MMH,Memorial Sloan Kettering Cancer,NY
MMI,Spectrum Health Ludington Hosp,MI
MMJ,Munising Memorial Hospital,MI
MMK,Mason District Hospital,IL
MML,Massac Memorial Hospital,IL
MMM,Mendota Community Hospital,IL
MMN,Midmichigan Med Cntr Gladwin,MI
MMP,Marymount Hospital,OH
MMQ,Genesis Medical Center Aledo,IL
MMR,Memorial University Med Ctr,GA
MMS,Miriam Hospital,RI
MMT,Unity Point Hlth Mthdst Hosp,IL
MMU,Midwestern Regional Medical Ctr,IL
MMV,Morrison Community Hospital,IL
MMW,Missouri Baptist Medical Center,MO
MMX,Memorial Hospital,TN
MMZ,Major Hospital,IN
MN1,Mercy Health Muskegon,MI
MN2,Madison Parish Hospital,LA
MN3,Milford Memorial Hospital,UT
MN4,Matagorda Regional Med Ctr,TX
MN5,Madison Saint Joseph Health Ctr,TX
MN6,Good Shepherd Medical Ctr Mrshl,TX
MN7,Martin County Hospital District,TX
MN8,Memorial Hospital Of Gardena,CA
MNA,Mitchell County Hosp Hlth Sys,KS
MNB,Mayers Memorial Hospital Dist,CA
MNC,Madison Medical Center,MO
MND,Minden Medical Center,LA
MNE,Mercy Hospital Carthage,MO
MNF,Missouri Baptist Sullivan Hosp,MO
MNG,Moberly Regional Medical Center,MO
MNH,Metrohealth Hospital,MI
MNI,Quartz Mountain Medical Center,OK
MNJ,Mccurtain Memorial Hospital,OK
MNK,Mercy Hospital Ardmore,OK
MNL,Mountrail County Health Center,ND
MNM,Monmouth Medical Center,NJ
MNN,Mercy Health West Hospital,OH
MNO,Marshall County Healthcare Ctr,SD
MNP,Morton Plant Hospital,FL
MNQ,Sanford Chamberlain,SD
MNR,Milbank Area Hospital Avera,SD
MNS,Memorial Comm Hosp & Hlth Sys,NE
MNT,Montefiore Medical Center,NY
MNU,Memorial Hospital,NE
MNV,Morrill County Community Hosp,NE
MNW,Meade District Hospital,KS
MNX,Medicine Lodge Memorial Hosp,KS
MNY,Morton County Hospital,KS
MNZ,NCH Downtown Naples Hospital,FL
MO1,Baptist Orange Hospital,TX
MO3,Memorial Hermann Katy Hospital,TX
MO4,Memorial Hermann Southeast Hosp,TX
MO5,Memorial Hermann Southwest Hosp,TX
MO6,Memorial Hermann The Wdlnd Hosp,TX
MO7,Memorial Medical Center,TX
MO8,Memorial Medical Ctr Sn Augstn,TX
MOA,Modoc Medical Center,CA
MOB,Motion Picture Television Fund,CA
MOC,Moses H. Cone Memorial Hospital,NC
MOD,Medina Regional Hospital,TX
MOE,Memorial Hospital West,FL
MOF,Mercy Philadelphia Hospital,PA
MOH,Mountainview Hospital,NV
MOI,Mountain View Regional Med Ctr,VA
MOL,Mother Francis Hospital,TX
MOM,Memorial Hospital Los Banos,CA
MON,Monongahela Valley Hospital,PA
MOO,Munroe HMA Hosp LLC,FL
MOP,Regional Hospital Of Scranton,PA
MOQ,Saint Alphonsus Medical Center,ID
MOS,Sanford Bismarck,ND
MOT,Mountain View Hospital,UT
MOU,Inova Mount Vernon Hospital,VA
MOY,Baptist Hospitals Of Sthest Tex,TX
MOZ,Memorial Hermann Memorial City,TX
MP1,George L Mee Memorial Hospital,CA
MP3,Maine Medical Center,ME
MP5,UH Geneva Medical Center,OH
MP6,Metrohealth Medical Center,OH
MP8,Meadows Psychiatric Center,PA
MP9,Mission Community Hospital,CA
MPA,Shoals Hospital,AL
MPC,Mt San Rafael Hospital,CO
MPD,Mountain Crest Behavioral Hlth,CO
MPF,Memorial Hospital Jacksonville,FL
MPL,Methodist Charlton Medical Ctr,TX
MPM,Manchester Memorial Hospital,KY
MPN,Mayo Clinic Hospital,AZ
MPP,Centra Care Health Monticello,MN
MPR,DMC Surgery Hospital,MI
MPT,Mills Peninsula Health Services,CA
MPU,Mercy Hospital Waldron,AR
MPV,Mississippi State Hospital,MS
MPX,Metroplex Adventist Hospital,TX
MPY,Moses Ludington Hospital,NY
MQC,Memorial Hospital Pembroke,FL
MQG,The Memorial Hospital,NH
MQH,Montgomery County Emergency Svs,PA
MQI,Mercy Health-Fairfield Hospital,OH
MQL,Mcgehee Hospital,AR
MQM,Mercy Health Center,KS
MQN,Marshall Medical Center South,AL
MQO,Mount Carmel West Hospital,OH
MQP,Mount Carmel St Ann's Hospital,OH
MQZ,McLean At Naukeag,MA
MRA,Mercy Hospital,FL
MRB,Metrowest Med Ctr Leonrd Mrse,MA
MRC,Trinity Medical Center,AL
MRD,Massachusetts Hospital School,MA
MRE,Massachusetts Correctional Inst,MA
MRH,Mercy Medical Center,MD
MRM,Memorial Regional Hospital,FL
MRN,Marin General Hospital,CA
MRP,Mercy-Westbrook Recovery Center,ME
MRR,Maury Regional Medical Center,TN
MRT,Morristown Medical Center,NJ
MRU,Atlantic Rehab Inst,NJ
MRV,Mad River Community Hospital,CA
MRW,Matheny Medical & Educational,NJ
MRX,Mercy Hospital & Medical Center,IL
MRZ,Marlton Rehabilitation Hospital,NJ
MSA,Medical Center Of South Arknsas,AR
MSB,Mc Cosh Health Center Princeton,NJ
MSC,Manhattan Psychiatric Center,NY
MSD,Marias Medical Center,MT
MSH,Mohawk Valley Psychiatric Ctr,NY
MSI,Mount Sinai Hospital,IL
MSJ,Mission Hospital,NC
MSL,Marshall County Hospital,KY
MSM,Midstate Medical Center,CT
MSN,Monroe Community Hospital,NY
MSS,Mission Hospital,CA
MST,Mid-Valley Hospital,PA
MSV,Medical Center At Scottsville,KY
MSW,Magee Rehabilitation Hospital,PA
MSX,Middlesex Hospital,CT
MSY,Malvern Institute,PA
MSZ,Meadowwood Hospital,DE
MTA,Metropolitan Transition Center,MD
MTB,Mountain Manor Treatment Center,MD
MTC,Mclaren Macomb Medical Center,MI
MTD,Methodist Hospital Of Chicago,IL
MTE,Mountain Manor Treatment Center,MD
MTF,McGuire VA Medical Center,VA
MTG,Montgomery General Hospital,WV
MTH,Indiana Univ Hlth Methdst Hosp,IN
MTI,Mount Sinai Queens,NY
MTJ,Mc Donald Army Health Center,VA
MTK,Mount Regis Center,VA
MTL,Mildred Mitchell Bateman Hosp,WV
MTM,Martin Medical Center,FL
MTN,Mount Sinai Medical Center,FL
MTO,Mannie Hamilton Health System,WV
MTP,Moses Taylor Hospital,PA
MTQ,Moses Cone Behavioral Hlth Ctr,NC
MTR,Metropolitan State Hospital,CA
MTS,Hackensack UMC Mountainside,NJ
MTT,Marietta Memorial Hospital,OH
MTV,Mission Children's Hospital,NC
MTW,Morris Village Alcohol Trtmnt,SC
MTY,Midlands Regional Center,SC
MTZ,Moncrief Army Community Hosp,SC
MUA,Medical University Of SC,SC
MUB,Mcleod Medical Ctr-Darlington,SC
MUC,Marshall I Pickens Hospital,SC
MUD,Cook Medical Center,GA
MUE,Martin Army Community Hospital,GA
MUF,Florida Hospital Oceanside,FL
MUG,Malcom Randall VA Medical Ctr,FL
MUH,Miami Jewish Health Systems,FL
MUI,Manor Oaks Rehab Center,FL
MUJ,Manatee Glens Hospital,FL
MUK,Eastar Health System,OK
MUL,Palm Shores Behavioral Ctr,FL
MUM,Martin Health System South,FL
MUO,Mary S Harper Gertrc Psych Hosp,AL
MUP,Mountain View Hospital,AL
MUT,Univ Med Ctr McFarland Campus,TN
MUV,Middle Tennessee Mental Health,TN
MUW,Memorial Hospital Hixson,TN
MUX,Moccasin Bend Mental Hlth Inst,TN
MUY,Methodist Extended Care Hosp,TN
MVB,Memphis Mental Health Institute,TN
MVC,Methodist Rehabilitation Center,MS
MVD,Memorial Behavioral Health,MS
MVE,Southern Kentucky Rehab Hosp,KY
MVF,Memorial Hospital Of Union Cnty,OH
MVG,Mount Vernon Developmental Ctr,OH
MVH,Miami Valley Hospital,OH
MVI,Mount Carmel East Hospital,OH
MVJ,Community Hospital & Wellns Ctr,OH
MVK,Mercy Children's Hospital,OH
MVM,Vibra Hosp Of Mahoning Valley,OH
MVN,Ohiohealth Medcntrl Shlby Hosp,OH
MVO,Mercy Health Clermont Hospital,OH
MVS,Methodist Hospitals Northlake,IN
MVT,Methodist Hospitals Southlake,IN
MVU,Michiana Behavioral Health,IN
MVV,Memorial Epworth Center,IN
MVW,Madison State Hospital,IN
MVX,Bloomington Meadows Hospital,IN
MVY,Midmichigan Med Cntr Midland,MI
MW1,Houston Methodist West Hospital,TX
MWA,Mercy Health Muskegon,MI
MWB,Mary Free Bed Rehab Hospital,MI
MWC,Mercy Hospital Cadillac,MI
MWD,Mercy Hospital Grayling,MI
MWE,Marquette Branch Prison,MI
MWF,Mercy Medical Center West Lakes,IA
MWG,Mercy Medical Center Des Moines,IA
MWH,Mary Washington Hospital,VA
MWI,Mercy Med Ctr Nrth Iowa W Cmps,IA
MWJ,Mercy Medical Center North Iowa,IA
MWK,Mental Health Institute,IA
MWL,Mercy Hosptl Franciscan Sisters,IA
MWM,Sky Lakes Medical Center,OR
MWN,Mercy Medical Center Sioux City,IA
MWO,Mercy Medical Center Dubuque,IA
MWP,Mercy Medical Center Dyersville,IA
MWQ,Mercy Medical Center,IA
MWR,Mercy Medical Center Centervlle,IA
MWS,Indiana Univ Health Morgan Hosp,IN
MWT,Mount Pleasant Treatment Center,IA
MWU,Mercy Medical Center Clinton,IA
MWV,Milwaukee County Behvrl Hlth,WI
MWW,Mercy Hospital & Trauma Ctr,WI
MWX,Mendota Mental Health Institute,WI
MWY,Memorial Health Center,WI
MWZ,Memorial Medical Center,WI
MXA,Minnesota Specialty Hlth Systm,MN
MXB,Meadow Creek Treatment Center,MN
MXE,Mercy Hospital,MN
MXF,Minnesota Sex Offender Program,MN
MXG,Centracare Health - Melrose,MN
MXH,Mille Lacs Health System,MN
MXI,Mille Lacs Academy,MN
MXJ,Sanford South University Hosp,ND
MXK,The Mercy Hospital Of Devils Lk,ND
MXL,Mccone County Health Center,MT
MXM,Montana Developmental Center,MT
MXN,Montana State Prison Inst,MT
MXO,Marianjoy Rehabilitation Hosp,IL
MXP,Memorial Hospital,IL
MXQ,Memorial Hospital,IL
MXR,Marion VA Medical Center,IL
MXS,Metropolitan Snt Louis Psych,MO
MXU,Marshall Habilitation Center,MO
MXV,Missouri Rehabilitation Center,MO
MXX,Meadowbrook Rehabilitation Hosp,KS
MXY,Mid America Rehabilitation Hosp,KS
MYA,Mercy Maude Norton Hospital,KS
MYB,Mercy Hospital Independence,KS
MYC,Mcpherson Hospital,KS
MYD,Madonna Rehabilitation Hospital,NE
MYE,Sidney Regional Medical Center,NE
MYF,Post Acute Specialty Hosp Lafyt,LA
MYG,Medstar Montgomery Medical Ctr,MD
MYH,Mercy Hospital,IA
MYI,Bassett Medical Center,NY
MYL,Mercy Medical Center Redding,CA
MYM,Community Med Ctr Of Izard Cty,AR
MYN,Mercy Hospital Ozark,AR
MYO,Mercy Hospital Of Buffalo,NY
MYP,Mercy Hospital Oklahoma City,OK
MYQ,Mercy Health Love County,OK
MYR,Memorial Hospital Texas County,OK
MYS,Post Acute Med Spec Hosp,OK
MYT,Mary Hurley Hospital,OK
MYU,Memorial Hospital,OK
MYV,Maryvale Hospital,AZ
MYW,Jcksnvll Trinty Mthr Frncs Hosp,TX
MYX,Memorial Specialty Hospital,TX
MYY,Millwood Hospital,TX
MYZ,Muenster Hospital District,TX
MZD,Univ TX M D Anderson Cancer Ctr,TX
MZE,Memorial Hermann Prevtn/Recovry,TX
MZF,Houston Methodist Willwbrk Hosp,TX
MZH,The Menninger Clinic,TX
MZI,Houston Methodist Sugar Lnd Hsp,TX
MZJ,Memorial Medical Center,TX
MZK,Methodist Hospital,TX
MZL,Methodist Ambulatory Sgy Hosp,TX
MZN,McAllen Heart Hospital,TX
MZO,South Texas Behavioral Health,TX
MZP,Memorial Hospital,TX
MZQ,Meridell Achievement Center,TX
MZR,Memorial Hospital,TX
MZS,Midland Memorial Hospital W Cmp,TX
MZU,Mccamey Hospital,TX
MZV,Mesa Hills Specialty Hospital,TX
MZW,Medical Center Of Aurora,CO
MZY,Melissa Memorial Hospital,CO
NA1,North Central Baptist Hospital,TX
NA2,North Sunflower Medical Center,MS
NA3,Northeast Methodist Hospital,TX
NA4,Pioneer Community Hospital,MS
NA5,Nicholas H Noyes Memorial Hosp,NY
NA6,Saint Francis Medical Center,LA
NA7,Sanford Bemidji Medical Center,MN
NA8,Northeast Regional Medical Ctr,MO
NA9,Northcrest Medical Center,TN
NAA,Wake Forest Baptist Medical Ctr,NC
NAB,Nanticoke Memorial Hospital,DE
NAC,Carolinas Medical Center-NE,NC
NAD,Northwest Medical Center,FL
NAE,Natchitoches Regional Med Ctr,LA
NAG,New Hampshire Hospital,NH
NAH,Baltimore Washington Med Center,MD
NAI,New London Hospital,NH
NAJ,Natchez Regional Medical Center,MS
NAK,Northwest Community Hospital,IL
NAL,National Park Medical Center,AR
NAP,Northeastern Vermont Regional,VT
NAS,NCH North Naples Hospital,FL
NAT,Orange Park Medical Center,FL
NAU,North Austin Medical Center,TX
NAV,Natividad Medical Center,CA
NAW,Norwalk Hospital,CT
NAX,Northwest Missppi Reg Med Ctr,MS
NAY,Broward Health North,FL
NB2,North Valley Hospital,MT
NB3,Summit Healthcare Reg Med Ctr,AZ
NB4,Newman Regional Health,KS
NB6,Norton Community Hospital,VA
NBA,Newberry County Memorial Hosp,SC
NBB,Natchez Community Hospital,MS
NBD,Northwestern Medical Center,VT
NBE,Nathan Littauer Hospital,NY
NBF,Care Regional Medical Center,TX
NBG,Newport Hospital & Hlth Svs,WA
NBH,Noble Hospital,MA
NBI,North Baldwin Infirmary,AL
NBJ,North Eastern Nevada Reg Hosp,NV
NBK,Newton-Wellesley Hospital,MA
NBL,New York Eye & Ear Infirmary,NY
NBN,Newark Beth Israel Medical Ctr,NJ
NBO,VA Centrl Wstrn Mass Hlthcr Sys,MA
NBP,Northwest Florida Community Hos,FL
NBQ,Nemaha Valley Community Hosp,KS
NBS,Niagara Falls Memorial Med Ctr,NY
NBU,North Suburban Medical Center,CO
NBV,Northern Dutchess Hospital,NY
NBW,Northwest Medical Center,AZ
NBX,North Star Behavioral Health,AK
NBY,Nash General Hospital,NC
NC4,Norton County Hospital,KS
NC5,Northern Inyo Hospital,CA
NC6,North Oak Regional Medical Ctr,MS
NC7,The Pavilion NW Texas Hlthcre,TX
NC9,New York Community Hospital,NY
NCA,New Hanover Regional Med Ctr,NC
NCB,Nacogdoches Medical Center,TX
NCC,Nashoba Valley Medical Center,MA
NCD,Doctors Hospital Of Michigan,MI
NCF,North Valley Hospital,WA
NCG,New York Presbyterian,NY
NCH,Nassau University Medical Ctr,NY
NCJ,New Ulm Medical Center,MN
NCK,Sutter Health Novato Comm Hosp,CA
NCM,Nevada Regional Medical Center,MO
NCP,Memorial Hermann Northeast Hosp,TX
NCQ,North Arkansas Regional Med Ctr,AR
NCS,Norton Hospital,KY
NCT,Providence Newberg Med Ctr,OR
NCU,Neshoba County Gen Hosp/Nrsg Hm,MS
NCV,Northern Montana Hospital,MT
NCW,Northwest Medical Center Bntvll,AR
NCY,Iberia Medical Center,LA
NCZ,Valleycare Northside Med Ctr,OH
ND1,Natchaug Hospital,CT
ND2,Tufts Medical Center,MA
ND3,Nantucket Cottage Hospital,MA
ND4,Nebraska Medical Center,NE
ND5,North Central Bronx Hospital,NY
ND6,Northern Cochise Community Hosp,AZ
ND7,New England Sinai Hospital,MA
ND9,Northern Hospital Of Surry Cty,NC
NDA,Navarro Regional Hospital,TX
NDB,North Carolina Specialty Hosp,NC
NDD,RML Specialty Hospital,IL
NDE,Ness County Hospital Dis #2,KS
NDF,Neosho Memorial Reg Med Ctr,KS
NDG,North Colorado Medical Center,CO
NDH,Corpus Christi Medical Ctr NW,TX
NDI,North Country Hospital,VT
NDJ,Alta Vista Regional Hospital,NM
NDK,Nor Lea General Hospital,NM
NDL,Northwestern Memorial Hospital,IL
NDO,Northwest Medical Center,AL
NDQ,Nason Hospital,PA
NDR,Northfield Hospital & Clinics,MN
NDS,Sanford Med Ctr Thif Rivr Flls,MN
NDT,North Valley Health Center,MN
NDU,Norton Sound Regional Hospital,AK
NDV,Medical Center Of Mckinney,TX
NDX,Northeast Rehab Hosp Netwrk,NH
NDY,Northern Maine Medical Center,ME
NDZ,New England Rehabilitation Hosp,ME
NE2,Norfolk Regional Center,NE
NE3,Vibra Hospital,CO
NE5,Mercy Hospital Paris,AR
NE6,Norton Brownsboro Hospital,KY
NE7,Vibra Hospital Of Nrthrn Calif,CA
NE8,Norwood Hospital,MA
NEA,Northeast Alabama Reg Med Ctr,AL
NEB,New England Baptist Hospital,MA
NEC,Northern Rockies Med Cnt Inc,MT
NEE,Naval Hospital Oak Harbor,WA
NEF,Samaritan North Lincoln Hosp,OR
NEG,Nacogdoches Memorial Hospital,TX
NEH,Lead-Deadwood Regional Hospital,SD
NEI,Saint Joseph Hospital,NY
NEJ,Naval Hospital Camp Pendleton,CA
NEL,New York Hospital Medical Ctr,NY
NEN,Noxubee General Hospital,MS
NEP,Niobrara Valley Hospital,NE
NES,Northridge Hospital Med Ctr,CA
NEU,Newman Memorial Hospital,OK
NEV,Sanford Sheldon Medical Center,IA
NEW,Northwest Medical Center,MO
NEX,Northwest Surgical Hospital,OK
NEY,North Dakota State Hospital,ND
NEZ,Nemaha County Hospital,NE
NFB,NYP Westchester Division,NY
NFC,New York Weill Cornell Med Ctr,NY
NFF,Northeast Florida State Hosp,FL
NFH,North Fulton Hospital,GA
NFJ,Deborah Heart & Lung Center,NJ
NFK,North Mississippi Med Ctr,MS
NFL,North Big Horn Hospital Dis,WY
NFR,North Shore University Hospital,NY
NFS,Morton Plant North Bay Hospital,FL
NFU,Mass Gen Hosp Childrn Nrth Shre,MA
NFV,New Bedford Rehabilitation Hosp,MA
NFX,New Haven Community Correction,CT
NGA,New York State Psychiatric Inst,NY
NGB,Healthsouth Nittany Vly Rehab,PA
NGC,Norristown State Hospital,PA
NGD,Medstar National Rehab Hospital,DC
NGE,Walter Reed Ntnl Mltry Med Ctr,MD
NGF,NIH Clinical Center,MD
NGG,Northern Virginia Mental Health,VA
NGH,Nocona General Hospital,TX
NGI,Naval Medical Center,VA
NGJ,Northern Regional Jail,WV
NGL,Naval Hospital-Camp Lejeune,NC
NGM,North Greenville Hospital,SC
NGN,Northside Hospital Forsyth,GA
NGO,Northeast Georgia Med Ctr,GA
NGP,Norwegian American Hospital,IL
NGQ,Northside Hospital-Cherokee,GA
NGS,Piedmont Newnan Hospital,GA
NGU,Naval Hospital Pensacola,FL
NGV,North Florida Evaluation/Trtmnt,FL
NGW,Regional General Hospital,FL
NGX,Northside Mental Health Center,FL
NGY,New Horizons Treasure Coast,FL
NHA,North Hawaii Community Hospital,HI
NHB,Northeast Baptist Hospital,TX
NHC,North Alabama Regional Hospital,AL
NHF,North Mississippi Med Ctr-Eurpa,MS
NHH,North Hills Hospital,TX
NHI,New Horizons Medical Center,KY
NHJ,Northkey Community Care,KY
NHK,Northwest Ohio Psychtrc Hosp,OH
NHL,Northwest Ohio Developmental,OH
NHM,North Coast Behavioral Hlthcare,OH
NHO,Neil Kennedy Recovery Clinic,OH
NHP,Newport Hospital,RI
NHQ,North Central Healthcare,WI
NHR,Norwood Health Center,WI
NHS,Northern Wisconsin Center,WI
NHT,Thedacare Med Ctr New London,WI
NHV,New Beginnings Minnesota,MN
NHW,Nelson County Hlth Sys Hosp,ND
NHX,Northwood Deaconess Health Ctr,ND
NHY,Northeast Montana Hlth Svs,MT
NHZ,Captain James Lovll Fed Hlth Cr,IL
NIB,Northwest Missouri Psych Rehab,MO
NIC,Nbrska Dept Corrct Svs Hlth Svs,NE
NIF,North Oaks Rehabilitation Hosp,LA
NIG,Ochsner Medical Ctr Nrth Shre,LA
NIH,Centegra Hospital Mchenry,IL
NII,National Hansen Disease Program,LA
NIJ,North Caddo Medical Center,LA
NIK,Northwest Medical Center,AR
NIL,Northwest Center Behvrl Hlth,OK
NIM,Medical Center Of Mcknny Wysng,TX
NIO,Red River Regional Hospital,TX
NIP,North Texas State Hospital,TX
NIQ,North Texas State Hospital,TX
NIS,Northwest Texas Surgery Center,TX
NIT,North Runnels Hospital,TX
NIW,Kootenai Behavorial Health Ctr,ID
NIX,Nix Medical Center,TX
NIY,Northern AZ VA Hlth Care Sytm,AZ
NIZ,Northern Navajo Medical Center,NM
NJA,New Mexico Rehab Ctr,NM
NJB,Nye Regional Medical Center,NV
NJC,Northern Nevada Adult Mntl Hlth,NV
NJD,Norwalk Community Hospital,CA
NJE,New Vistas,CA
NJF,Naval Medical Center San Diego,CA
NJG,Robert E Bush Naval Hospital,CA
NJH,Newport Bay Hospital,CA
NJI,Naval Hospital Lemoore,CA
NJJ,Napa State Hospital,CA
NJK,Naval Hospital Bremerton,WA
NJL,Northstar Behavioral Hlth Bragw,AK
NJM,Nebraska Heart Hospital,NE
NJN,Kindred Northeast Natick Hosp,MA
NKH,North Kansas City Hospital,MO
NKO,North Okaloosa Medical Center,FL
NMC,North Bay Medical Center,CA
NMH,New Milford Hospital,CT
NMI,Mclaren Northern Michigan,MI
NML,North Memorial Medical Center,MN
NNM,Northern Nevada Medical Center,NV
NOC,North Ottawa Community Hospital,MI
NON,Northport Medical Center,AL
NOR,Northwest Hospital,WA
NOS,North Florida Regional Med Ctr,FL
NRH,Norman Regional Health System,OK
NRT,North Shore Medical Center,FL
NSH,Northside Hospital,GA
NSS,Northside Hospital,FL
NST,North Mississippi State Hosp,MS
NTG,North Georgia Medical Center,GA
NTH,Northwest Hospital,MD
NTO,North Oaks Health System,LA
NTR,Northern Westchester Hospital,NY
NWB,Hospital Of Central Connecticut,CT
NWH,Newton Medical Center,GA
NWT,Newton Medical Center,NJ
NYU,NYU Langone Medical Center,NY
NZH,Nazareth Hospital,PA
OA1,Oswego Hospital,NY
OA2,Kindred Hospital Northern IN,IN
OA3,Oakdale Community Hospital,LA
OA4,Nell J Redfield Memorial Hosp,ID
OA7,Ouachita County Medical Center,AR
OA8,Ojai Valley Community Hospital,CA
OA9,Three Rivers Hospital,WA
OAD,Orange Regional Medical Center,NY
OAE,Our Lady Of Lourdes Mem Hosp,NY
OAG,Ocean Springs Hospital,MS
OAI,Osceola Regional Medical Center,FL
OAJ,Ozarks Medical Center,MO
